"","variable","activity","subject","average"
"13488","tGravityAcc-std-X","WALKING_UPSTAIRS",18,-0.961738807068966
"13489","tGravityAcc-std-X","WALKING_UPSTAIRS",19,-0.916495992
"13490","tGravityAcc-std-X","WALKING_UPSTAIRS",20,-0.931405014313725
"13491","tGravityAcc-std-X","WALKING_UPSTAIRS",21,-0.940911635531915
"13492","tGravityAcc-std-X","WALKING_UPSTAIRS",22,-0.94063384047619
"13493","tGravityAcc-std-X","WALKING_UPSTAIRS",23,-0.933344481568627
"13494","tGravityAcc-std-X","WALKING_UPSTAIRS",24,-0.962190567457627
"13495","tGravityAcc-std-X","WALKING_UPSTAIRS",25,-0.950878450307692
"13496","tGravityAcc-std-X","WALKING_UPSTAIRS",26,-0.962011392181818
"13497","tGravityAcc-std-X","WALKING_UPSTAIRS",27,-0.956433874705882
"13498","tGravityAcc-std-X","WALKING_UPSTAIRS",28,-0.944697800196078
"13499","tGravityAcc-std-X","WALKING_UPSTAIRS",29,-0.954189013061225
"13500","tGravityAcc-std-X","WALKING_UPSTAIRS",30,-0.954033624307692
"13501","tGravityAcc-std-Y","LAYING",1,-0.90772000676
"13502","tGravityAcc-std-Y","LAYING",2,-0.988211865208333
"13503","tGravityAcc-std-Y","LAYING",3,-0.981202749677419
"13504","tGravityAcc-std-Y","LAYING",4,-0.969816635740741
"13505","tGravityAcc-std-Y","LAYING",5,-0.985964053846154
"13506","tGravityAcc-std-Y","LAYING",6,-0.959161956491228
"13507","tGravityAcc-std-Y","LAYING",7,-0.955543549230769
"13508","tGravityAcc-std-Y","LAYING",8,-0.957990036481482
"13509","tGravityAcc-std-Y","LAYING",9,-0.9699944882
"13510","tGravityAcc-std-Y","LAYING",10,-0.966701156034483
"13511","tGravityAcc-std-Y","LAYING",11,-0.990765579649123
"13512","tGravityAcc-std-Y","LAYING",12,-0.974396492666667
"13513","tGravityAcc-std-Y","LAYING",13,-0.975948136290323
"13514","tGravityAcc-std-Y","LAYING",14,-0.94877486372549
"13515","tGravityAcc-std-Y","LAYING",15,-0.986036192361111
"13516","tGravityAcc-std-Y","LAYING",16,-0.966087103857143
"13517","tGravityAcc-std-Y","LAYING",17,-0.961466681267606
"13518","tGravityAcc-std-Y","LAYING",18,-0.994093522615385
"13519","tGravityAcc-std-Y","LAYING",19,-0.986993149638554
"13520","tGravityAcc-std-Y","LAYING",20,-0.976018476911765
"13521","tGravityAcc-std-Y","LAYING",21,-0.983732936111111
"13522","tGravityAcc-std-Y","LAYING",22,-0.958826938556944
"13523","tGravityAcc-std-Y","LAYING",23,-0.982794562916667
"13524","tGravityAcc-std-Y","LAYING",24,-0.993454358055556
"13525","tGravityAcc-std-Y","LAYING",25,-0.643578361424658
"13526","tGravityAcc-std-Y","LAYING",26,-0.987887995263158
"13527","tGravityAcc-std-Y","LAYING",27,-0.993701742972973
"13528","tGravityAcc-std-Y","LAYING",28,-0.9697590285
"13529","tGravityAcc-std-Y","LAYING",29,-0.99424764884058
"13530","tGravityAcc-std-Y","LAYING",30,-0.988930714857143
"13531","tGravityAcc-std-Y","SITTING",1,-0.935517055957447
"13532","tGravityAcc-std-Y","SITTING",2,-0.956750273043478
"13533","tGravityAcc-std-Y","SITTING",3,-0.903923008269231
"13534","tGravityAcc-std-Y","SITTING",4,-0.93272710386
"13535","tGravityAcc-std-Y","SITTING",5,-0.939942979795454
"13536","tGravityAcc-std-Y","SITTING",6,-0.960875994727273
"13537","tGravityAcc-std-Y","SITTING",7,-0.945436264583333
"13538","tGravityAcc-std-Y","SITTING",8,-0.937462301369565
"13539","tGravityAcc-std-Y","SITTING",9,-0.94645197
"13540","tGravityAcc-std-Y","SITTING",10,-0.935690006481481
"13541","tGravityAcc-std-Y","SITTING",11,-0.949792572075472
"13542","tGravityAcc-std-Y","SITTING",12,-0.963641979215686
"13543","tGravityAcc-std-Y","SITTING",13,-0.951353064693878
"13544","tGravityAcc-std-Y","SITTING",14,-0.95032266362963
"13545","tGravityAcc-std-Y","SITTING",15,-0.943561411694915
"13546","tGravityAcc-std-Y","SITTING",16,-0.968023206956522
"13547","tGravityAcc-std-Y","SITTING",17,-0.9667201059375
"13548","tGravityAcc-std-Y","SITTING",18,-0.984035479473684
"13549","tGravityAcc-std-Y","SITTING",19,-0.96996981369863
"13550","tGravityAcc-std-Y","SITTING",20,-0.966983534242424
"13551","tGravityAcc-std-Y","SITTING",21,-0.979355363176471
"13552","tGravityAcc-std-Y","SITTING",22,-0.954225015274194
"13553","tGravityAcc-std-Y","SITTING",23,-0.960917426323529
"13554","tGravityAcc-std-Y","SITTING",24,-0.971692544705882
"13555","tGravityAcc-std-Y","SITTING",25,-0.963415016923077
"13556","tGravityAcc-std-Y","SITTING",26,-0.949286700807692
"13557","tGravityAcc-std-Y","SITTING",27,-0.982553336571429
"13558","tGravityAcc-std-Y","SITTING",28,-0.971766352361111
"13559","tGravityAcc-std-Y","SITTING",29,-0.973604289833333
"13560","tGravityAcc-std-Y","SITTING",30,-0.959361306774194
"13561","tGravityAcc-std-Y","STANDING",1,-0.981225957924528
"13562","tGravityAcc-std-Y","STANDING",2,-0.97419442037037
"13563","tGravityAcc-std-Y","STANDING",3,-0.957425321803279
"13564","tGravityAcc-std-Y","STANDING",4,-0.917613464821429
"13565","tGravityAcc-std-Y","STANDING",5,-0.931973943392857
"13566","tGravityAcc-std-Y","STANDING",6,-0.96844910122807
"13567","tGravityAcc-std-Y","STANDING",7,-0.966162998679245
"13568","tGravityAcc-std-Y","STANDING",8,-0.958904114074074
"13569","tGravityAcc-std-Y","STANDING",9,-0.972573867555556
"13570","tGravityAcc-std-Y","STANDING",10,-0.975410724090909
"13571","tGravityAcc-std-Y","STANDING",11,-0.981047828723404
"13572","tGravityAcc-std-Y","STANDING",12,-0.970482614590164
"13573","tGravityAcc-std-Y","STANDING",13,-0.974681225789474
"13574","tGravityAcc-std-Y","STANDING",14,-0.965781048333333
"13575","tGravityAcc-std-Y","STANDING",15,-0.965687978301887
"13576","tGravityAcc-std-Y","STANDING",16,-0.980552435769231
"13577","tGravityAcc-std-Y","STANDING",17,-0.975810476025641
"13578","tGravityAcc-std-Y","STANDING",18,-0.981335941917808
"13579","tGravityAcc-std-Y","STANDING",19,-0.971426607808219
"13580","tGravityAcc-std-Y","STANDING",20,-0.957462721369863
"13581","tGravityAcc-std-Y","STANDING",21,-0.977681415955056
"13582","tGravityAcc-std-Y","STANDING",22,-0.971080742857143
"13583","tGravityAcc-std-Y","STANDING",23,-0.984818648823529
"13584","tGravityAcc-std-Y","STANDING",24,-0.968155388695652
"13585","tGravityAcc-std-Y","STANDING",25,-0.980642970675676
"13586","tGravityAcc-std-Y","STANDING",26,-0.966986433783784
"13587","tGravityAcc-std-Y","STANDING",27,-0.97964105225
"13588","tGravityAcc-std-Y","STANDING",28,-0.962801441898734
"13589","tGravityAcc-std-Y","STANDING",29,-0.985134032307692
"13590","tGravityAcc-std-Y","STANDING",30,-0.95814576338983
"13591","tGravityAcc-std-Y","WALKING",1,-0.971305961473684
"13592","tGravityAcc-std-Y","WALKING",2,-0.972116879661017
"13593","tGravityAcc-std-Y","WALKING",3,-0.962355639482759
"13594","tGravityAcc-std-Y","WALKING",4,-0.967963221
"13595","tGravityAcc-std-Y","WALKING",5,-0.961585474821429
"13596","tGravityAcc-std-Y","WALKING",6,-0.964248568070175
"13597","tGravityAcc-std-Y","WALKING",7,-0.969404155087719
"13598","tGravityAcc-std-Y","WALKING",8,-0.956781505625
"13599","tGravityAcc-std-Y","WALKING",9,-0.971242423076923
"13600","tGravityAcc-std-Y","WALKING",10,-0.971114719811321
"13601","tGravityAcc-std-Y","WALKING",11,-0.966240553559322
"13602","tGravityAcc-std-Y","WALKING",12,-0.9646191738
"13603","tGravityAcc-std-Y","WALKING",13,-0.960899845614035
"13604","tGravityAcc-std-Y","WALKING",14,-0.954455935762712
"13605","tGravityAcc-std-Y","WALKING",15,-0.971056501481481
"13606","tGravityAcc-std-Y","WALKING",16,-0.973784841960784
"13607","tGravityAcc-std-Y","WALKING",17,-0.968613202622951
"13608","tGravityAcc-std-Y","WALKING",18,-0.975311658928571
"13609","tGravityAcc-std-Y","WALKING",19,-0.958651200384615
"13610","tGravityAcc-std-Y","WALKING",20,-0.962003383529412
"13611","tGravityAcc-std-Y","WALKING",21,-0.964144520576923
"13612","tGravityAcc-std-Y","WALKING",22,-0.963639340217391
"13613","tGravityAcc-std-Y","WALKING",23,-0.966550706949153
"13614","tGravityAcc-std-Y","WALKING",24,-0.962578844310345
"13615","tGravityAcc-std-Y","WALKING",25,-0.965093441081081
"13616","tGravityAcc-std-Y","WALKING",26,-0.969040314237288
"13617","tGravityAcc-std-Y","WALKING",27,-0.973792999824561
"13618","tGravityAcc-std-Y","WALKING",28,-0.968780859814815
"13619","tGravityAcc-std-Y","WALKING",29,-0.975272848113208
"13620","tGravityAcc-std-Y","WALKING",30,-0.970176562153846
"13621","tGravityAcc-std-Y","WALKING_DOWNSTAIRS",1,-0.937018658979592
"13622","tGravityAcc-std-Y","WALKING_DOWNSTAIRS",2,-0.940068525531915
"13623","tGravityAcc-std-Y","WALKING_DOWNSTAIRS",3,-0.946094637755102
"13624","tGravityAcc-std-Y","WALKING_DOWNSTAIRS",4,-0.932066041111111
"13625","tGravityAcc-std-Y","WALKING_DOWNSTAIRS",5,-0.912363420851064
"13626","tGravityAcc-std-Y","WALKING_DOWNSTAIRS",6,-0.93357760125
"13627","tGravityAcc-std-Y","WALKING_DOWNSTAIRS",7,-0.952678693617021
"13628","tGravityAcc-std-Y","WALKING_DOWNSTAIRS",8,-0.941580934473684
"13629","tGravityAcc-std-Y","WALKING_DOWNSTAIRS",9,-0.936306558809524
"13630","tGravityAcc-std-Y","WALKING_DOWNSTAIRS",10,-0.937003823684211
"13631","tGravityAcc-std-Y","WALKING_DOWNSTAIRS",11,-0.926310469565217
"13632","tGravityAcc-std-Y","WALKING_DOWNSTAIRS",12,-0.94329842826087
"13633","tGravityAcc-std-Y","WALKING_DOWNSTAIRS",13,-0.92854437106383
"13634","tGravityAcc-std-Y","WALKING_DOWNSTAIRS",14,-0.920725940666667
"13635","tGravityAcc-std-Y","WALKING_DOWNSTAIRS",15,-0.925685893571429
"13636","tGravityAcc-std-Y","WALKING_DOWNSTAIRS",16,-0.955487793617021
"13637","tGravityAcc-std-Y","WALKING_DOWNSTAIRS",17,-0.946576675652174
"13638","tGravityAcc-std-Y","WALKING_DOWNSTAIRS",18,-0.932962218181818
"13639","tGravityAcc-std-Y","WALKING_DOWNSTAIRS",19,-0.917880864102564
"13640","tGravityAcc-std-Y","WALKING_DOWNSTAIRS",20,-0.908577153777778
"13641","tGravityAcc-std-Y","WALKING_DOWNSTAIRS",21,-0.940111830666667
"13642","tGravityAcc-std-Y","WALKING_DOWNSTAIRS",22,-0.945824352777778
"13643","tGravityAcc-std-Y","WALKING_DOWNSTAIRS",23,-0.93901254962963
"13644","tGravityAcc-std-Y","WALKING_DOWNSTAIRS",24,-0.941478979454546
"13645","tGravityAcc-std-Y","WALKING_DOWNSTAIRS",25,-0.937816011034483
"13646","tGravityAcc-std-Y","WALKING_DOWNSTAIRS",26,-0.9354258554
"13647","tGravityAcc-std-Y","WALKING_DOWNSTAIRS",27,-0.934963993181818
"13648","tGravityAcc-std-Y","WALKING_DOWNSTAIRS",28,-0.948404212173913
"13649","tGravityAcc-std-Y","WALKING_DOWNSTAIRS",29,-0.91390306375
"13650","tGravityAcc-std-Y","WALKING_DOWNSTAIRS",30,-0.918678752419355
"13651","tGravityAcc-std-Y","WALKING_UPSTAIRS",1,-0.952849233207547
"13652","tGravityAcc-std-Y","WALKING_UPSTAIRS",2,-0.92376745375
"13653","tGravityAcc-std-Y","WALKING_UPSTAIRS",3,-0.909825953898305
"13654","tGravityAcc-std-Y","WALKING_UPSTAIRS",4,-0.923376019038462
"13655","tGravityAcc-std-Y","WALKING_UPSTAIRS",5,-0.900511719787234
"13656","tGravityAcc-std-Y","WALKING_UPSTAIRS",6,-0.912900683137255
"13657","tGravityAcc-std-Y","WALKING_UPSTAIRS",7,-0.939774255490196
"13658","tGravityAcc-std-Y","WALKING_UPSTAIRS",8,-0.931032068536585
"13659","tGravityAcc-std-Y","WALKING_UPSTAIRS",9,-0.901317321632653
"13660","tGravityAcc-std-Y","WALKING_UPSTAIRS",10,-0.937039417446809
"13661","tGravityAcc-std-Y","WALKING_UPSTAIRS",11,-0.924360832962963
"13662","tGravityAcc-std-Y","WALKING_UPSTAIRS",12,-0.941378352307692
"13663","tGravityAcc-std-Y","WALKING_UPSTAIRS",13,-0.922054968727273
"13664","tGravityAcc-std-Y","WALKING_UPSTAIRS",14,-0.907231431296296
"13665","tGravityAcc-std-Y","WALKING_UPSTAIRS",15,-0.927648821458333
"13666","tGravityAcc-std-Y","WALKING_UPSTAIRS",16,-0.933657461176471
"13667","tGravityAcc-std-Y","WALKING_UPSTAIRS",17,-0.91597346625
"13668","tGravityAcc-std-Y","WALKING_UPSTAIRS",18,-0.942056881206897
"13669","tGravityAcc-std-Y","WALKING_UPSTAIRS",19,-0.9010448505
"13670","tGravityAcc-std-Y","WALKING_UPSTAIRS",20,-0.92459435372549
"13671","tGravityAcc-std-Y","WALKING_UPSTAIRS",21,-0.941523624255319
"13672","tGravityAcc-std-Y","WALKING_UPSTAIRS",22,-0.941620221904762
"13673","tGravityAcc-std-Y","WALKING_UPSTAIRS",23,-0.910474557058824
"13674","tGravityAcc-std-Y","WALKING_UPSTAIRS",24,-0.916690779830509
"13675","tGravityAcc-std-Y","WALKING_UPSTAIRS",25,-0.931758272769231
"13676","tGravityAcc-std-Y","WALKING_UPSTAIRS",26,-0.937858157818182
"13677","tGravityAcc-std-Y","WALKING_UPSTAIRS",27,-0.947713378627451
"13678","tGravityAcc-std-Y","WALKING_UPSTAIRS",28,-0.927641087843137
"13679","tGravityAcc-std-Y","WALKING_UPSTAIRS",29,-0.923007798367347
"13680","tGravityAcc-std-Y","WALKING_UPSTAIRS",30,-0.914933936
"13681","tGravityAcc-std-Z","LAYING",1,-0.85236629022
"13682","tGravityAcc-std-Z","LAYING",2,-0.984230418125
"13683","tGravityAcc-std-Z","LAYING",3,-0.964807543870968
"13684","tGravityAcc-std-Z","LAYING",4,-0.976176608888889
"13685","tGravityAcc-std-Z","LAYING",5,-0.977076645
"13686","tGravityAcc-std-Z","LAYING",6,-0.928130738421053
"13687","tGravityAcc-std-Z","LAYING",7,-0.961908984423077
"13688","tGravityAcc-std-Z","LAYING",8,-0.94183626337037
"13689","tGravityAcc-std-Z","LAYING",9,-0.9712046902
"13690","tGravityAcc-std-Z","LAYING",10,-0.963045642431035
"13691","tGravityAcc-std-Z","LAYING",11,-0.984192606315789
"13692","tGravityAcc-std-Z","LAYING",12,-0.9596439555
"13693","tGravityAcc-std-Z","LAYING",13,-0.959892863709677
"13694","tGravityAcc-std-Z","LAYING",14,-0.90130385627451
"13695","tGravityAcc-std-Z","LAYING",15,-0.950710357083333
"13696","tGravityAcc-std-Z","LAYING",16,-0.967886002
"13697","tGravityAcc-std-Z","LAYING",17,-0.957164565211268
"13698","tGravityAcc-std-Z","LAYING",18,-0.990957249538462
"13699","tGravityAcc-std-Z","LAYING",19,-0.988819031566265
"13700","tGravityAcc-std-Z","LAYING",20,-0.9765185525
"13701","tGravityAcc-std-Z","LAYING",21,-0.952416332444444
"13702","tGravityAcc-std-Z","LAYING",22,-0.952435389166667
"13703","tGravityAcc-std-Z","LAYING",23,-0.976780462083333
"13704","tGravityAcc-std-Z","LAYING",24,-0.979239668194444
"13705","tGravityAcc-std-Z","LAYING",25,-0.610161166287671
"13706","tGravityAcc-std-Z","LAYING",26,-0.984081708947368
"13707","tGravityAcc-std-Z","LAYING",27,-0.989056311351351
"13708","tGravityAcc-std-Z","LAYING",28,-0.97912466575
"13709","tGravityAcc-std-Z","LAYING",29,-0.98577817826087
"13710","tGravityAcc-std-Z","LAYING",30,-0.983274524857143
"13711","tGravityAcc-std-Z","SITTING",1,-0.949040933191489
"13712","tGravityAcc-std-Z","SITTING",2,-0.954415873043478
"13713","tGravityAcc-std-Z","SITTING",3,-0.897736318269231
"13714","tGravityAcc-std-Z","SITTING",4,-0.9509492546
"13715","tGravityAcc-std-Z","SITTING",5,-0.945008999545455
"13716","tGravityAcc-std-Z","SITTING",6,-0.955475832363636
"13717","tGravityAcc-std-Z","SITTING",7,-0.868602535416667
"13718","tGravityAcc-std-Z","SITTING",8,-0.935475331521739
"13719","tGravityAcc-std-Z","SITTING",9,-0.88585411242
"13720","tGravityAcc-std-Z","SITTING",10,-0.966898520555556
"13721","tGravityAcc-std-Z","SITTING",11,-0.971661610754717
"13722","tGravityAcc-std-Z","SITTING",12,-0.956208629607843
"13723","tGravityAcc-std-Z","SITTING",13,-0.930979556938776
"13724","tGravityAcc-std-Z","SITTING",14,-0.938415738148148
"13725","tGravityAcc-std-Z","SITTING",15,-0.952973658983051
"13726","tGravityAcc-std-Z","SITTING",16,-0.945813561478261
"13727","tGravityAcc-std-Z","SITTING",17,-0.9566106440625
"13728","tGravityAcc-std-Z","SITTING",18,-0.978340183157895
"13729","tGravityAcc-std-Z","SITTING",19,-0.960394960821918
"13730","tGravityAcc-std-Z","SITTING",20,-0.935854966151515
"13731","tGravityAcc-std-Z","SITTING",21,-0.965426493882353
"13732","tGravityAcc-std-Z","SITTING",22,-0.927950649854839
"13733","tGravityAcc-std-Z","SITTING",23,-0.923953600294118
"13734","tGravityAcc-std-Z","SITTING",24,-0.963406795735294
"13735","tGravityAcc-std-Z","SITTING",25,-0.969459982461538
"13736","tGravityAcc-std-Z","SITTING",26,-0.944580863846154
"13737","tGravityAcc-std-Z","SITTING",27,-0.967268066
"13738","tGravityAcc-std-Z","SITTING",28,-0.956087679583333
"13739","tGravityAcc-std-Z","SITTING",29,-0.966032045333333
"13740","tGravityAcc-std-Z","SITTING",30,-0.956635663064516
"13741","tGravityAcc-std-Z","STANDING",1,-0.976324063584906
"13742","tGravityAcc-std-Z","STANDING",2,-0.945927078703704
"13743","tGravityAcc-std-Z","STANDING",3,-0.928161577377049
"13744","tGravityAcc-std-Z","STANDING",4,-0.899404775267857
"13745","tGravityAcc-std-Z","STANDING",5,-0.914608495714286
"13746","tGravityAcc-std-Z","STANDING",6,-0.942795062280702
"13747","tGravityAcc-std-Z","STANDING",7,-0.939161014716981
"13748","tGravityAcc-std-Z","STANDING",8,-0.918293913703704
"13749","tGravityAcc-std-Z","STANDING",9,-0.932245295111111
"13750","tGravityAcc-std-Z","STANDING",10,-0.959579657727273
"13751","tGravityAcc-std-Z","STANDING",11,-0.989433253617021
"13752","tGravityAcc-std-Z","STANDING",12,-0.939534099016393
"13753","tGravityAcc-std-Z","STANDING",13,-0.976827157368421
"13754","tGravityAcc-std-Z","STANDING",14,-0.940757718
"13755","tGravityAcc-std-Z","STANDING",15,-0.958810153207547
"13756","tGravityAcc-std-Z","STANDING",16,-0.959562830769231
"13757","tGravityAcc-std-Z","STANDING",17,-0.969171762179487
"13758","tGravityAcc-std-Z","STANDING",18,-0.976044291369863
"13759","tGravityAcc-std-Z","STANDING",19,-0.958862043972603
"13760","tGravityAcc-std-Z","STANDING",20,-0.942437325616438
"13761","tGravityAcc-std-Z","STANDING",21,-0.958590002247191
"13762","tGravityAcc-std-Z","STANDING",22,-0.958890201587302
"13763","tGravityAcc-std-Z","STANDING",23,-0.947199734411765
"13764","tGravityAcc-std-Z","STANDING",24,-0.94618494942029
"13765","tGravityAcc-std-Z","STANDING",25,-0.967792578648649
"13766","tGravityAcc-std-Z","STANDING",26,-0.964228470675676
"13767","tGravityAcc-std-Z","STANDING",27,-0.968169953625
"13768","tGravityAcc-std-Z","STANDING",28,-0.951782181518987
"13769","tGravityAcc-std-Z","STANDING",29,-0.984464543538462
"13770","tGravityAcc-std-Z","STANDING",30,-0.949207368305085
"13771","tGravityAcc-std-Z","WALKING",1,-0.947717226105263
"13772","tGravityAcc-std-Z","WALKING",2,-0.972072847627119
"13773","tGravityAcc-std-Z","WALKING",3,-0.952091795
"13774","tGravityAcc-std-Z","WALKING",4,-0.962968112
"13775","tGravityAcc-std-Z","WALKING",5,-0.964580803928571
"13776","tGravityAcc-std-Z","WALKING",6,-0.957205025789474
"13777","tGravityAcc-std-Z","WALKING",7,-0.952159770526316
"13778","tGravityAcc-std-Z","WALKING",8,-0.956640104791667
"13779","tGravityAcc-std-Z","WALKING",9,-0.955523995576923
"13780","tGravityAcc-std-Z","WALKING",10,-0.957862728301887
"13781","tGravityAcc-std-Z","WALKING",11,-0.960852684067797
"13782","tGravityAcc-std-Z","WALKING",12,-0.9502762272
"13783","tGravityAcc-std-Z","WALKING",13,-0.948637587719298
"13784","tGravityAcc-std-Z","WALKING",14,-0.947516969830508
"13785","tGravityAcc-std-Z","WALKING",15,-0.95805876537037
"13786","tGravityAcc-std-Z","WALKING",16,-0.961387254313726
"13787","tGravityAcc-std-Z","WALKING",17,-0.956903248196721
"13788","tGravityAcc-std-Z","WALKING",18,-0.97248384875
"13789","tGravityAcc-std-Z","WALKING",19,-0.929187930961539
"13790","tGravityAcc-std-Z","WALKING",20,-0.953850439607843
"13791","tGravityAcc-std-Z","WALKING",21,-0.974939388076923
"13792","tGravityAcc-std-Z","WALKING",22,-0.955147847391304
"13793","tGravityAcc-std-Z","WALKING",23,-0.932981341864407
"13794","tGravityAcc-std-Z","WALKING",24,-0.962822966551724
"13795","tGravityAcc-std-Z","WALKING",25,-0.944995731216216
"13796","tGravityAcc-std-Z","WALKING",26,-0.966231561694915
"13797","tGravityAcc-std-Z","WALKING",27,-0.956593490526316
"13798","tGravityAcc-std-Z","WALKING",28,-0.944225031851852
"13799","tGravityAcc-std-Z","WALKING",29,-0.945981437169811
"13800","tGravityAcc-std-Z","WALKING",30,-0.943958420615385
"13801","tGravityAcc-std-Z","WALKING_DOWNSTAIRS",1,-0.895939695102041
"13802","tGravityAcc-std-Z","WALKING_DOWNSTAIRS",2,-0.931438313191489
"13803","tGravityAcc-std-Z","WALKING_DOWNSTAIRS",3,-0.899943947755102
"13804","tGravityAcc-std-Z","WALKING_DOWNSTAIRS",4,-0.937753794444444
"13805","tGravityAcc-std-Z","WALKING_DOWNSTAIRS",5,-0.927192732978723
"13806","tGravityAcc-std-Z","WALKING_DOWNSTAIRS",6,-0.934378766458333
"13807","tGravityAcc-std-Z","WALKING_DOWNSTAIRS",7,-0.92875646893617
"13808","tGravityAcc-std-Z","WALKING_DOWNSTAIRS",8,-0.897190012631579
"13809","tGravityAcc-std-Z","WALKING_DOWNSTAIRS",9,-0.876641297380952
"13810","tGravityAcc-std-Z","WALKING_DOWNSTAIRS",10,-0.902085224736842
"13811","tGravityAcc-std-Z","WALKING_DOWNSTAIRS",11,-0.925814906086956
"13812","tGravityAcc-std-Z","WALKING_DOWNSTAIRS",12,-0.935399348043478
"13813","tGravityAcc-std-Z","WALKING_DOWNSTAIRS",13,-0.893962984042553
"13814","tGravityAcc-std-Z","WALKING_DOWNSTAIRS",14,-0.879565316666667
"13815","tGravityAcc-std-Z","WALKING_DOWNSTAIRS",15,-0.93400831
"13816","tGravityAcc-std-Z","WALKING_DOWNSTAIRS",16,-0.910588943191489
"13817","tGravityAcc-std-Z","WALKING_DOWNSTAIRS",17,-0.901097766521739
"13818","tGravityAcc-std-Z","WALKING_DOWNSTAIRS",18,-0.921661749636364
"13819","tGravityAcc-std-Z","WALKING_DOWNSTAIRS",19,-0.899363131794872
"13820","tGravityAcc-std-Z","WALKING_DOWNSTAIRS",20,-0.919693532888889
"13821","tGravityAcc-std-Z","WALKING_DOWNSTAIRS",21,-0.916324556888889
"13822","tGravityAcc-std-Z","WALKING_DOWNSTAIRS",22,-0.906594023333333
"13823","tGravityAcc-std-Z","WALKING_DOWNSTAIRS",23,-0.905888257592593
"13824","tGravityAcc-std-Z","WALKING_DOWNSTAIRS",24,-0.942207718727273
"13825","tGravityAcc-std-Z","WALKING_DOWNSTAIRS",25,-0.92619169637931
"13826","tGravityAcc-std-Z","WALKING_DOWNSTAIRS",26,-0.9330817682
"13827","tGravityAcc-std-Z","WALKING_DOWNSTAIRS",27,-0.920921521590909
"13828","tGravityAcc-std-Z","WALKING_DOWNSTAIRS",28,-0.91705975
"13829","tGravityAcc-std-Z","WALKING_DOWNSTAIRS",29,-0.869300904791667
"13830","tGravityAcc-std-Z","WALKING_DOWNSTAIRS",30,-0.87766706
"13831","tGravityAcc-std-Z","WALKING_UPSTAIRS",1,-0.912379410377358
"13832","tGravityAcc-std-Z","WALKING_UPSTAIRS",2,-0.878004056875
"13833","tGravityAcc-std-Z","WALKING_UPSTAIRS",3,-0.909469675084746
"13834","tGravityAcc-std-Z","WALKING_UPSTAIRS",4,-0.919619453269231
"13835","tGravityAcc-std-Z","WALKING_UPSTAIRS",5,-0.92141958
"13836","tGravityAcc-std-Z","WALKING_UPSTAIRS",6,-0.906196352156863
"13837","tGravityAcc-std-Z","WALKING_UPSTAIRS",7,-0.881675909607843
"13838","tGravityAcc-std-Z","WALKING_UPSTAIRS",8,-0.876168930487805
"13839","tGravityAcc-std-Z","WALKING_UPSTAIRS",9,-0.89407107877551
"13840","tGravityAcc-std-Z","WALKING_UPSTAIRS",10,-0.864745838297872
"13841","tGravityAcc-std-Z","WALKING_UPSTAIRS",11,-0.906933171111111
"13842","tGravityAcc-std-Z","WALKING_UPSTAIRS",12,-0.938071183269231
"13843","tGravityAcc-std-Z","WALKING_UPSTAIRS",13,-0.910271096181818
"13844","tGravityAcc-std-Z","WALKING_UPSTAIRS",14,-0.875450819074074
"13845","tGravityAcc-std-Z","WALKING_UPSTAIRS",15,-0.92161847875
"13846","tGravityAcc-std-Z","WALKING_UPSTAIRS",16,-0.907649558823529
"13847","tGravityAcc-std-Z","WALKING_UPSTAIRS",17,-0.930159843541667
"13848","tGravityAcc-std-Z","WALKING_UPSTAIRS",18,-0.907839723965517
"13849","tGravityAcc-std-Z","WALKING_UPSTAIRS",19,-0.83693567475
"13850","tGravityAcc-std-Z","WALKING_UPSTAIRS",20,-0.904064093529412
"13851","tGravityAcc-std-Z","WALKING_UPSTAIRS",21,-0.932716253829787
"13852","tGravityAcc-std-Z","WALKING_UPSTAIRS",22,-0.913153632142857
"13853","tGravityAcc-std-Z","WALKING_UPSTAIRS",23,-0.902065910392157
"13854","tGravityAcc-std-Z","WALKING_UPSTAIRS",24,-0.934952938983051
"13855","tGravityAcc-std-Z","WALKING_UPSTAIRS",25,-0.882722399076923
"13856","tGravityAcc-std-Z","WALKING_UPSTAIRS",26,-0.929636797636364
"13857","tGravityAcc-std-Z","WALKING_UPSTAIRS",27,-0.926675381176471
"13858","tGravityAcc-std-Z","WALKING_UPSTAIRS",28,-0.900514013333333
"13859","tGravityAcc-std-Z","WALKING_UPSTAIRS",29,-0.858849467142857
"13860","tGravityAcc-std-Z","WALKING_UPSTAIRS",30,-0.862402791230769
"13861","tGravityAccMag-mean","LAYING",1,-0.8419291525
"13862","tGravityAccMag-mean","LAYING",2,-0.977435485208333
"13863","tGravityAccMag-mean","LAYING",3,-0.972791346129032
"13864","tGravityAccMag-mean","LAYING",4,-0.954557603148148
"13865","tGravityAccMag-mean","LAYING",5,-0.966777882884615
"13866","tGravityAccMag-mean","LAYING",6,-0.918878850824561
"13867","tGravityAccMag-mean","LAYING",7,-0.936392023846154
"13868","tGravityAccMag-mean","LAYING",8,-0.935308633888889
"13869","tGravityAccMag-mean","LAYING",9,-0.9308684376
"13870","tGravityAccMag-mean","LAYING",10,-0.956781819655172
"13871","tGravityAccMag-mean","LAYING",11,-0.980621180175439
"13872","tGravityAccMag-mean","LAYING",12,-0.9482046755
"13873","tGravityAccMag-mean","LAYING",13,-0.960517768225806
